Geneid,SRR085474,SRR085473,SRR085726,SRR085471,SRR087416,SRR085725
LOC105376639,0,0,0,0,0,0
LOC105376641,0,0,0,0,0,0
LOC105376642,0,0,0,0,0,0
LOC105376644,0,0,0,0,0,0
LOC105376645,0,0,0,0,0,0
LOC105376646,0,0,0,0,0,1
LOC105376649,0,0,0,0,0,0
LOC105376650,0,0,0,0,0,0
LOC105376652,2,3,0,3,1,1
LOC105376654,47,48,68,51,80,29
LOC105376655,0,0,0,0,0,0
LOC105376656,0,0,1,0,0,0
LOC105376661,5,0,5,4,3,1
LOC105376674,0,0,0,0,0,0
LOC105376675,0,0,2,6,1,3
LOC105376682,0,0,0,0,0,0
LOC105376686,0,0,0,0,0,1
LOC105376689,42,18,27,42,36,111
LOC105376691,0,1,0,0,0,2
LOC105376695,0,0,0,0,0,0
LOC105376698,0,0,0,0,0,0
LOC105376704,0,0,0,0,0,0
LOC105376704_1,0,0,0,0,0,0
LOC105376704_2,0,0,0,0,0,0
LOC105376709,0,0,0,0,0,0
LOC105376709_1,0,0,0,0,0,0
LOC105376710,0,0,0,0,0,0
LOC105376712,0,0,0,0,0,0
LOC105376713,0,0,0,0,1,0
LOC105376717,0,2,0,2,1,0
LOC105376718,9,19,3,4,11,30
LOC105376722,1,0,0,0,0,0
LOC105376722_1,0,0,0,0,0,0
LOC105376724,0,0,0,0,0,0
LOC105376724_1,0,0,0,0,0,0
LOC105376730,0,0,0,0,0,0
LOC105376731,0,0,0,0,1,0
LOC105376733,0,0,0,0,0,0
LOC105376735,0,0,0,0,0,0
LOC105376737,0,0,0,0,0,0
LOC105376739,0,0,0,0,0,1
LOC105376740,0,0,1,2,2,3
LOC105376751,0,0,0,0,0,0
LOC105376755,0,0,0,0,0,0
LOC105376756,1,0,0,0,0,0
LOC105376759,1,2,1,1,1,0
LOC105376767,2,1,0,2,3,5
LOC105376772,0,1,0,1,0,0
LOC105376774,0,0,0,0,0,0
LOC105376775,0,0,0,1,0,0
LOC105376778,1,1,0,0,0,0
LOC105376781,0,0,0,0,0,0
LOC105376786,0,0,0,0,0,0
LOC105376787,0,0,0,3,0,0
LOC105376789,0,0,0,0,0,0
LOC105376789_1,0,0,0,0,0,0
LOC105376805,0,0,0,0,0,0
LOC105376805_1,1,0,1,1,0,0
LOC105376806,0,0,0,0,0,0
LOC105376806_1,0,0,0,0,0,0
LOC105376808,0,0,0,0,0,0
LOC105376808_1,0,0,0,0,0,0
LOC105376809,0,0,0,0,0,0
LOC105376810,0,1,0,3,2,2
LOC105376812,2,0,0,0,0,0
LOC105376815,0,2,1,1,0,1
LOC105376817,0,0,0,0,0,0
LOC105376818,0,0,0,0,0,0
LOC105376819,3,1,3,1,1,0
LOC105376823,0,0,0,0,0,0
LOC105376825,13,35,30,15,24,13
LOC105376826,0,0,0,0,0,1
LOC105376828,0,0,0,0,0,0
LOC105376829,2,0,0,0,0,1
LOC105376830,1,0,0,0,1,0
LOC105376832,0,0,0,0,0,0
LOC105376836,0,0,0,0,0,0
LOC105376844,0,0,1,1,0,0
LOC105376845,1,1,0,0,2,0
LOC105376850,1,0,1,1,0,1
LOC105376856,0,0,0,0,0,0
LOC105376859,0,0,0,0,0,0
LOC105376859_1,0,0,0,0,0,0
LOC105376860,4,1,3,6,2,1
LOC105376861,0,0,0,0,1,0
LOC105376863,0,0,0,0,0,0
LOC105376864,0,0,0,0,0,0
LOC105376872,0,0,0,0,0,0
LOC105376872_1,0,0,0,0,0,0
LOC105376873,0,0,0,0,0,0
LOC105376874,0,0,0,0,0,0
LOC105376876,0,1,0,0,0,0
LOC105376882,1,0,2,0,2,2
LOC105376885,1,0,1,0,1,0
LOC105376888,0,0,0,0,0,0
LOC105376892,1,2,5,6,7,2
LOC105376899,0,0,0,0,0,0
LOC105376910,0,0,0,0,0,0
LOC105376912,0,0,0,0,0,0
LOC105376914,0,0,2,0,0,0
LOC105376917,10,7,0,10,4,7
LOC105376921,0,0,0,0,0,0
LOC105376922,2,0,1,1,2,1
LOC105376923,0,0,0,0,0,0
LOC105376924,0,0,0,1,0,3
LOC105376926,0,0,0,1,0,0
LOC105376933,0,0,1,0,0,0
LOC105376936,0,0,0,0,0,0
LOC105376938,0,1,0,0,0,0
LOC105376939,0,0,0,0,0,0
LOC105376940,0,0,0,0,0,0
LOC105376941,0,1,0,1,0,0
LOC105376942,0,1,0,0,0,0
LOC105376943,1,0,0,0,0,0
LOC105376944,0,0,1,0,0,0
LOC105376945,0,0,0,0,0,0
LOC105376949,0,0,0,0,0,0
LOC105376950,2,1,1,2,1,3
LOC105376951,9,4,1,4,2,4
LOC105376956,0,0,1,0,1,1
LOC105376957,4,9,6,4,9,4
LOC105376958,0,0,0,0,0,1
LOC105376959,19,1,2,14,3,8
LOC105376960,0,0,0,0,0,0
LOC105376963,5,6,5,10,3,8
LOC105376972,0,0,0,0,0,1
LOC105376972_1,1,0,0,0,1,0
LOC105376975,0,0,0,0,0,0
LOC105376978,0,0,0,0,0,0
LOC105376981,0,0,0,0,0,0
LOC105376982,0,1,1,3,2,2
LOC105376984,0,0,0,0,0,0
LOC105376985,0,0,0,0,0,0
LOC105376987,0,0,0,0,0,0
LOC105376988,0,0,0,0,0,0
LOC105376989,0,0,0,0,0,0
LOC105376993,2,1,0,0,0,1
LOC105376995,0,0,0,0,0,0
LOC105376996,0,0,0,0,0,0
LOC105377000,0,1,1,1,0,0
LOC105377001,0,0,0,0,0,0
LOC105377002,0,0,0,0,0,0
LOC105377005,0,0,0,0,0,0
LOC105377008,0,0,0,0,0,0
LOC105377009,0,0,0,0,1,0
LOC105377013,0,0,1,0,0,0
LOC105377015,0,0,0,0,0,0
LOC105377018,0,0,0,0,0,0
LOC105377024,0,0,0,0,0,0
LOC105377029,0,0,0,0,0,0
LOC105377030,0,0,0,0,0,0
LOC105377033,0,0,0,0,0,0
LOC105377034,0,0,0,0,0,0
LOC105377035,1,3,6,6,2,3
LOC105377037,0,0,0,0,0,0
LOC105377039,0,0,0,0,0,1
LOC105377043,0,0,0,1,0,0
LOC105377045,0,0,0,0,0,0
LOC105377046,0,0,0,0,0,0
LOC105377048,0,0,0,1,0,0
LOC105377051,0,0,0,0,0,0
LOC105377052,0,0,0,0,0,0
LOC105377055,0,0,0,0,3,1
LOC105377056,0,0,0,0,0,0
LOC105377056_1,0,0,0,0,0,0
LOC105377061,0,0,0,0,0,0
LOC105377062,0,0,0,0,0,0
LOC105377063,0,4,3,0,1,0
LOC105377067,0,2,0,0,0,0
LOC105377073,1,1,0,1,2,0
LOC105377074,0,1,1,0,1,0
LOC105377082,0,0,0,0,0,0
LOC105377083,0,0,0,0,1,0
LOC105377085,0,0,0,0,0,0
LOC105377087,0,0,2,0,2,0
LOC105377088,0,0,0,0,0,0
LOC105377094,0,0,0,0,0,0
LOC105377095,0,0,0,2,0,0
LOC105377099,0,0,0,1,0,0
LOC105377100,1,1,1,0,1,2
LOC105377101,2,1,1,0,2,1
LOC105377102,4,2,2,1,2,1
LOC105377103,0,0,0,0,1,1
LOC105377104,0,0,0,0,0,0
LOC105377106,4,1,5,4,6,1
LOC105377109,0,0,0,0,0,0
LOC105377111,0,0,0,0,0,0
LOC105377112,0,0,0,0,0,0
LOC105377113,8,4,21,6,21,3
LOC105377114,0,0,0,0,0,0
LOC105377115,1,1,1,3,1,0
LOC105377119,1,1,1,1,1,2
LOC105377121,0,0,0,0,0,0
LOC105377123,1,0,0,2,0,0
LOC105377124,0,1,1,1,0,1
LOC105377125,0,0,0,0,0,0
LOC105377127,0,0,0,1,0,0
LOC105377128,0,0,0,0,0,0
LOC105377128_1,0,0,0,0,0,0
LOC105377134,2,0,1,5,1,6
LOC105377136,4,0,2,5,0,1
LOC105377139,0,0,0,0,0,0
LOC105377141,0,0,0,0,0,0
LOC105377142,1,0,0,1,0,0
LOC105377143,0,1,0,0,0,0
LOC105377144,0,0,1,2,2,0
LOC105377146,0,0,0,0,0,0
LOC105377152,0,0,0,0,0,0
LOC105377155,5,0,5,4,10,6
LOC105377156,0,0,0,0,0,0
LOC105377157,0,0,0,0,1,0
LOC105377158,3,1,1,0,1,0
LOC105377159,0,0,0,0,0,0
LOC105377160,0,0,0,0,0,0
LOC105377160_1,0,0,0,0,0,0
LOC105377161,0,0,0,0,0,0
LOC105377161_1,0,0,0,0,0,0
LOC105377162,0,0,0,0,0,0
LOC105377162_1,0,0,0,0,0,0
LOC105377164,0,0,0,0,0,0
LOC105377166,0,0,0,0,0,0
LOC105377167,0,0,0,1,0,0
LOC105377168,0,0,0,0,0,0
LOC105377171,1,0,0,3,0,0
LOC105377173,0,0,0,0,0,0
LOC105377174,0,0,0,0,0,0
LOC105377176,0,0,0,0,0,0
LOC105377177,0,0,0,1,0,1
LOC105377178,0,0,0,0,0,1
LOC105377179,0,0,0,0,0,0
LOC105377181,0,1,0,0,0,0
LOC105377183,1,0,0,0,0,0
LOC105377186,0,0,0,0,0,0
LOC105377187,0,0,0,0,0,0
LOC105377188,0,1,0,5,0,2
LOC105377193,0,0,0,0,0,0
LOC105377193_1,0,0,0,0,0,0
LOC105377196,0,0,0,0,0,0
LOC105377198,1,2,0,0,0,0
LOC105377202,2,0,1,1,0,3
LOC105377203,0,0,0,0,0,0
LOC105377203_1,0,0,0,0,0,0
LOC105377205,1,1,2,4,1,3
LOC105377208,0,0,0,0,0,0
LOC105377209,1,2,1,8,1,1
LOC105377211,0,0,0,0,0,0
LOC105377212,0,0,2,1,1,0
LOC105377213,0,0,0,0,0,0
LOC105377217,0,0,0,0,0,0
LOC105377218,0,0,0,0,0,0
LOC105377219,0,0,0,0,0,0
LOC105377220,0,0,0,0,0,0
LOC105377223,31,6,9,20,3,15
LOC105377224,10,0,3,11,2,14
LOC105377225,0,0,0,0,0,0
LOC105377227,0,0,0,0,0,0
LOC105377229,0,0,0,0,0,0
LOC105377231,0,0,0,0,0,0
LOC105377232,0,0,0,0,0,0
LOC105377234,1,0,0,0,0,0
LOC105377235,0,0,1,0,0,0
LOC105377236,0,0,0,0,0,0
LOC105377237,0,0,1,1,2,2
LOC105377238,0,0,0,0,0,0
LOC105377239,0,0,0,0,0,0
LOC105377241,0,0,0,0,0,0
LOC105377242,0,0,0,0,0,0
LOC105377244,0,1,0,0,0,0
LOC105377246,0,0,0,0,0,0
LOC105377253,0,0,0,0,0,0
LOC105377254,0,0,0,0,0,0
LOC105377255,0,0,0,0,1,1
LOC105377258,0,0,0,0,0,0
LOC105377259,0,0,0,0,0,0
LOC105377260,0,0,0,0,0,0
LOC105377260_1,0,0,0,0,0,0
LOC105377261,0,0,0,0,0,0
LOC105377261_1,0,0,0,0,0,0
LOC105377262,0,0,0,0,0,0
LOC105377265,0,1,0,0,0,0
LOC105377267,0,0,0,0,0,0
LOC105377269,0,0,0,0,0,0
LOC105377269_1,0,0,0,0,0,0
LOC105377270,0,0,0,0,0,0
LOC105377270_1,0,0,0,0,0,0
LOC105377271,0,0,0,0,0,0
LOC105377273,0,0,0,0,0,0
LOC105377275,2,1,3,2,1,1
LOC105377276,0,0,0,0,0,0
LOC105377277,0,0,0,0,0,0
LOC105377278,0,0,0,0,0,0
LOC105377280,0,0,0,0,0,0
LOC105377282,0,0,0,0,0,0
LOC105377284,0,0,0,0,0,0
LOC105377285,0,0,0,0,0,0
LOC105377286,15,1,9,22,12,17
LOC105377290,1,1,0,4,3,7
LOC105377291,5,3,4,7,6,9
LOC105377294,21,1,6,14,4,19
LOC105377295,0,0,0,0,0,0
LOC105377296,0,0,2,0,1,1
LOC105377297,0,0,0,0,0,0
LOC105377299,1,0,0,0,0,0
LOC105377300,0,0,0,0,0,0
LOC105377302,0,0,0,0,0,0
LOC105377305,0,0,0,0,0,0
LOC105377306,0,0,0,0,0,0
LOC105377308,2,1,2,1,3,0
LOC105377310,12,2,9,15,16,11
LOC105377313,0,0,0,0,0,0
LOC105377315,0,0,0,0,0,0
LOC105377319,3,1,1,1,1,0
LOC105377320,1,1,0,1,2,0
LOC105377323,0,0,0,0,0,0
LOC105377324,0,0,0,0,0,0
LOC105377326,0,0,0,0,0,0
LOC105377327,0,1,0,0,3,2
LOC105377328,0,0,0,1,0,0
LOC105377329,1,0,0,0,2,0
LOC105377331,0,0,0,0,0,0
LOC105377340,0,0,0,0,0,0
LOC105377343,0,0,0,0,0,0
LOC105377345,0,0,0,0,0,0
LOC105377347,6,1,7,11,6,10
LOC105377350,1,6,5,3,8,2
LOC105377351,0,0,0,0,0,0
LOC105377352,0,0,0,1,0,3
LOC105377356,0,1,0,0,0,0
LOC105377358,0,1,0,1,0,0
LOC105377362,0,0,1,1,0,0
LOC105377363,0,0,0,0,0,0
LOC105377364,0,0,0,0,0,0
LOC105377366,0,1,0,0,0,0
LOC105377367,0,0,0,0,0,0
LOC105377369,0,0,0,0,0,0
LOC105377370,0,0,0,0,0,0
LOC105377374,0,0,0,0,0,0
LOC105377375,0,0,0,0,1,0
LOC105377376,0,0,0,0,0,1
LOC105377378,0,0,0,0,0,0
LOC105377379,1,0,0,1,1,1
LOC105377380,0,1,0,0,0,0
LOC105377382,4,2,5,5,8,9
LOC105377383,0,0,0,0,0,0
LOC105377384,0,0,0,0,0,0
LOC105377385,0,0,0,0,0,0
LOC105377387,0,0,0,0,0,0
LOC105377388,8,0,3,3,5,5
LOC105377392,1,0,0,2,1,0
LOC105377393,0,0,1,1,0,0
LOC105377394,0,0,0,0,0,0
LOC105377395,1,0,0,0,0,1
LOC105377397,0,0,0,0,1,3
LOC105377399,3,1,1,5,0,4
LOC105377401,1,0,0,0,0,0
LOC105377402,0,0,0,0,0,0
LOC105377404,0,0,2,2,1,1
LOC105377405,0,0,0,0,0,1
LOC105377406,0,1,0,0,0,0
LOC105377407,0,0,0,0,0,0
LOC105377408,0,0,0,0,0,0
LOC105377409,0,0,0,0,0,0
LOC105377410,0,0,0,0,0,0
LOC105377411,0,0,0,0,1,0
LOC105377412,4,2,1,2,0,2
LOC105377414,0,0,0,0,0,0
LOC105377416,0,0,0,0,0,0
LOC105377417,0,0,0,0,0,0
LOC105377418,0,0,0,0,0,0
LOC105377422,0,0,0,0,0,0
LOC105377423,0,0,0,0,0,0
LOC105377425,0,0,0,0,0,0
LOC105377428,0,0,0,0,0,0
LOC105377431,0,0,0,0,0,0
LOC105377436,0,0,0,0,0,0
LOC105377437,0,0,0,0,0,0
LOC105377438,0,0,0,0,0,0
LOC105377442,0,0,0,0,0,0
LOC105377444,0,0,0,0,0,0
LOC105377445,0,0,0,0,0,0
LOC105377447,0,0,0,0,0,0
LOC105377448,1,0,0,0,0,0
LOC105377451,2,0,0,3,1,0
LOC105377452,2,1,0,0,1,0
LOC105377457,0,0,0,0,0,0
LOC105377458,1,0,0,0,0,0
LOC105377459,1,0,0,0,0,0
LOC105377460,1,7,1,6,5,3
LOC105377462,0,1,1,2,1,0
LOC105377465,0,0,0,1,0,0
LOC105377468,0,0,0,0,0,0
LOC105377469,0,0,0,0,0,0
LOC105377472,0,0,0,0,0,1
LOC105377473,0,0,0,0,0,0
LOC105377474,0,0,0,0,0,0
LOC105377475,0,0,0,0,0,0
LOC105377476,0,0,0,1,0,1
LOC105377479,0,0,0,0,0,0
LOC105377480,0,0,0,0,0,0
LOC105377481,0,0,0,2,1,0
LOC105377483,0,1,1,0,0,0
LOC105377485,0,0,0,0,0,0
LOC105377485_1,0,0,0,0,0,0
LOC105377488,0,0,0,0,0,0
LOC105377489,1,0,0,0,0,1
LOC105377490,1,0,0,1,0,0
LOC105377492,0,0,0,0,0,0
LOC105377495,0,0,0,0,0,0
LOC105377496,1,1,3,3,5,0
LOC105377498,0,0,0,0,0,0
LOC105377499,1,0,0,0,1,0
LOC105377500,0,0,0,0,0,0
LOC105377501,0,0,0,0,0,0
LOC105377502,0,0,0,0,0,0
LOC105377503,1,1,1,1,0,2
LOC105377504,0,0,0,0,0,0
LOC105377505,2,0,0,1,1,1
LOC105377506,0,0,0,0,1,0
LOC105377507,0,0,0,0,0,0
LOC105377507_1,0,0,0,0,0,0
LOC105377508,0,0,0,0,0,1
LOC105377509,2,0,1,2,2,0
LOC105377510,0,0,0,0,0,0
LOC105377513,0,0,0,0,0,0
LOC105377514,0,0,0,0,0,0
LOC105377515,0,0,0,0,0,0
LOC105377516,0,0,0,0,0,0
LOC105377517,1,0,0,0,0,0
LOC105377519,0,1,0,0,0,0
LOC105377520,0,0,0,0,0,0
LOC105377521,0,0,0,0,0,0
LOC105377523,0,0,0,0,0,0
LOC105377524,0,0,0,0,4,0
LOC105377527,0,1,1,0,0,0
LOC105377529,0,0,2,0,0,1
LOC105377530,1,2,1,2,0,0
LOC105377534,0,0,0,0,0,0
LOC105377535,0,0,0,0,0,0
LOC105377543,0,0,0,0,0,0
LOC105377544,0,0,0,0,0,0
LOC105377546,0,0,0,0,0,0
LOC105377547,1,0,0,0,1,1
LOC105377548,1,0,2,1,1,1
LOC105377549,0,0,0,0,0,0
LOC105377551,0,0,1,1,1,0
LOC105377552,0,0,0,0,0,0
LOC105377557,0,0,0,1,0,2
LOC105377558,0,0,0,0,0,0
LOC105377559,0,0,0,0,0,0
LOC105377560,0,0,0,0,0,0
LOC105377561,0,0,0,0,0,0
LOC105377562,0,0,0,0,0,0
LOC105377563,0,0,0,0,0,0
LOC105377565,0,0,0,0,0,0
LOC105377567,1,1,0,2,0,0
LOC105377568,0,0,0,0,0,0
LOC105377571,0,0,0,0,0,1
LOC105377572,6,1,0,2,2,0
LOC105377576,9,0,10,7,7,9
LOC105377577,0,0,0,0,0,0
LOC105377578,0,0,0,0,0,0
LOC105377580,0,0,1,0,1,0
LOC105377581,0,0,0,0,0,0
LOC105377582,0,0,0,0,0,0
LOC105377584,0,0,0,1,0,0
LOC105377587,0,0,0,0,0,0
LOC105377588,0,0,0,0,0,0
LOC105377590,0,2,1,3,2,1
LOC105377596,0,1,0,1,0,0
LOC105377599,0,0,0,0,0,0
LOC105377603,0,0,0,0,0,0
LOC105377604,0,0,0,0,0,0
LOC105377607,0,0,0,0,0,0
LOC105377608,0,0,0,0,0,0
LOC105377608_1,0,0,0,0,0,0
LOC105377609,0,0,0,0,0,0
LOC105377609_1,0,0,0,0,0,0
LOC105377611,0,0,0,0,0,0
LOC105377611_1,0,0,0,0,0,0
LOC105377612,0,0,0,0,0,0
LOC105377612_1,0,0,0,0,0,0
LOC105377613,0,0,0,0,0,0
LOC105377614,0,0,0,0,0,0
LOC105377614_1,0,0,0,0,0,0
LOC105377615,0,0,0,0,0,0
LOC105377615_1,0,0,0,0,0,0
LOC105377616,0,0,0,0,0,0
LOC105377616_1,0,0,0,0,0,0
LOC105377616_2,0,0,0,0,0,0
LOC105377616_3,0,0,0,0,0,0
LOC105377619,0,0,0,0,0,0
LOC105377619_1,0,0,0,0,0,0
LOC105377619_2,0,0,0,0,0,0
LOC105377619_3,0,0,0,0,0,0
LOC105377621,18,5,8,12,11,9
LOC105377622,1,2,0,0,0,0
LOC105377626,3,0,2,4,4,7
LOC105377627,0,0,0,0,0,0
LOC105377628,0,0,0,0,0,0
LOC105377635,1,0,0,0,0,0
LOC105377636,0,0,0,0,0,0
LOC105377642,17,6,22,7,24,14
LOC105377644,2,0,2,3,1,2
LOC105377647,0,2,0,2,1,4
LOC105377651,0,0,0,0,0,0
LOC105377654,0,0,0,0,0,0
LOC105377657,0,0,0,0,1,0
LOC105377660,0,0,0,0,0,0
LOC105377661,0,0,0,0,0,0
LOC105377663,3,2,6,5,10,8
LOC105377665,0,0,1,1,0,0
LOC105377666,0,0,0,1,0,0
LOC105377668,0,0,0,0,0,0
LOC105377670,0,0,0,0,0,0
LOC105377672,0,0,0,0,0,0
LOC105377672_1,0,0,0,0,0,0
LOC105377673,2,0,1,0,4,0
LOC105377675,0,1,3,2,0,1
LOC105377676,0,0,0,0,1,0
LOC105377677,0,0,0,0,0,0
LOC105377678,0,0,0,0,0,0
LOC105377683,0,0,0,2,2,2
LOC105377684,4,0,0,6,0,0
LOC105377685,0,0,0,0,0,0
LOC105377687,0,0,0,1,0,0
LOC105377688,0,0,0,0,1,0
LOC105377691,0,0,0,0,0,0
LOC105377693,0,0,0,0,0,0
LOC105377694,2,1,1,1,0,2
LOC105377696,4,1,0,2,2,4
LOC105377697,1,0,0,1,0,0
LOC105377697_1,0,0,0,0,0,0
LOC105377698,0,0,0,0,0,0
LOC105377699,0,0,0,1,1,0
LOC105377700,3,0,0,0,0,0
LOC105377702,0,0,0,0,0,0
LOC105377705,0,0,0,1,0,0
LOC105377706,0,0,0,0,0,0
LOC105377709,1,0,0,0,0,0
LOC105377712,1,0,2,0,1,2
LOC105377713,0,0,0,0,0,0
LOC105377714,0,0,0,0,0,0
LOC105377715,0,0,0,0,0,0
LOC105377720,0,0,0,0,0,0
LOC105377721,0,0,0,0,0,0
LOC105377722,0,0,0,0,0,0
LOC105377723,0,0,0,0,0,0
LOC105377724,1,4,0,5,1,3
LOC105377725,0,0,1,0,1,1
LOC105377727,13,0,6,4,3,4
LOC105377729,0,0,0,0,0,0
LOC105377730,2,2,1,1,0,3
LOC105377731,0,0,0,1,0,1
LOC105377732,0,0,0,0,1,0
LOC105377733,0,0,0,0,0,0
LOC105377739,0,0,0,1,0,0
LOC105377740,0,0,0,0,0,0
LOC105377742,1,0,0,1,0,0
LOC105377743,14,7,2,10,12,4
LOC105377744,1,10,5,6,6,11
LOC105377752,0,0,0,0,0,0
LOC105377753,0,0,0,0,1,0
LOC105377753_1,0,0,0,0,0,0
LOC105377753_2,0,0,0,0,0,0
LOC105377754,0,0,0,1,0,0
LOC105377757,0,0,0,2,1,0
LOC105377759,0,0,0,0,0,0
LOC105377759_1,0,0,0,0,0,0
LOC105377762,0,0,0,0,1,0
LOC105377763,0,0,0,0,0,0
LOC105377763_1,0,0,0,0,0,0
LOC105377773,0,0,0,0,0,0
LOC105377775,0,0,0,0,0,0
LOC105377775_1,0,0,0,0,0,0
LOC105377775_2,0,0,0,0,0,0
LOC105377776,0,0,0,0,0,0
LOC105377777,0,0,0,0,0,0
LOC105377777_1,0,0,0,0,0,0
LOC105377778,0,0,0,0,0,0
LOC105377778_1,0,0,0,0,0,0
LOC105377779,0,0,0,0,0,0
LOC105377779_1,0,0,0,0,0,0
LOC105377781,0,0,0,0,0,0
LOC105377781_1,0,0,0,0,0,0
LOC105377782,0,0,0,0,0,0
LOC105377782_1,0,0,0,0,0,0
LOC105377783,0,0,0,0,0,0
LOC105377783_1,0,0,0,0,0,0
LOC105377784,0,0,0,0,0,0
LOC105377784_1,0,0,0,0,0,0
LOC105377785,4,4,1,1,2,13
LOC105377785_1,0,0,0,0,0,0
LOC105377789,4,1,1,0,4,2
LOC105377790,5,9,3,0,13,0
LOC105377791,0,0,0,0,1,0
LOC105377793,0,0,0,0,0,0
LOC105377794,0,0,0,2,0,0
LOC105377795,0,1,0,1,0,0
LOC105377796,1,0,1,0,0,0
LOC105377797,0,0,0,0,0,0
LOC105377799,0,0,0,0,0,0
LOC105377799_1,0,0,0,0,0,0
LOC105377800,0,0,0,0,0,0
LOC105377800_1,0,0,0,0,0,0
LOC105377801,0,0,0,0,0,0
LOC105377801_1,0,0,0,0,0,0
LOC105377801_2,0,0,0,0,0,0
LOC105377803,0,0,0,0,0,0
LOC105377803_1,0,0,0,0,0,0
LOC105377805,0,0,0,0,0,0
LOC105377805_1,0,0,0,0,0,0
LOC105377805_2,0,0,0,0,0,0
LOC105377814,0,0,0,0,0,0
LOC105377815,0,0,0,0,0,0
LOC105377816,0,0,0,0,0,0
LOC105377824,0,0,0,0,0,0
LOC105377836,0,0,0,0,0,0
LOC105377837,0,0,0,0,0,0
LOC105377838,0,0,0,0,0,0
LOC105377839,0,0,0,0,0,0
LOC105377840,0,0,0,0,0,0
LOC105377841,0,0,0,0,0,0
LOC105377842,0,0,0,0,0,0
LOC105377843,0,0,0,0,0,0
LOC105377844,0,0,0,0,0,0
LOC105377845,0,0,0,0,0,0
LOC105377846,0,0,0,0,0,0
LOC105377847,0,0,0,0,0,0
LOC105377848,1,0,0,0,0,0
LOC105377850,0,0,0,0,0,0
LOC105377853,0,0,0,0,0,0
LOC105377855,0,0,0,0,1,0
LOC105377858,0,0,0,0,0,0
LOC105377861,1,1,0,0,0,0
LOC105377862,0,0,1,0,0,0
LOC105377864,13,12,9,12,2,8
LOC105377865,0,0,0,1,0,0
LOC105377867,0,0,0,0,0,0
LOC105377867_1,0,0,0,0,0,0
LOC105377869,0,0,0,0,0,0
LOC105377871,2,1,0,4,1,4
LOC105377873,0,0,0,0,0,1
LOC105377874,0,0,0,0,0,0
LOC105377874_1,0,0,0,0,0,0
LOC105377875,0,0,0,0,0,0
LOC105377875_1,0,0,0,0,0,0
LOC105377876,0,0,0,0,0,0
LOC105377877,0,0,0,0,0,0
LOC105377879,2,0,0,3,0,0
LOC105377881,0,0,0,0,0,0
LOC105377882,0,0,0,0,0,0
LOC105377884,0,0,0,0,0,0
LOC105377885,0,0,0,0,0,1
LOC105377889,0,0,0,0,0,0
LOC105377890,0,0,0,0,0,0
LOC105377891,1,0,0,2,0,0
LOC105377893,0,0,0,0,0,0
LOC105377894,0,0,0,0,0,0
LOC105377897,0,0,0,0,0,0
LOC105377899,0,0,0,0,0,0
LOC105377901,1,0,0,1,3,2
LOC105377905,1,4,1,3,9,3
LOC105377908,1,0,1,2,0,0
LOC105377909,0,0,0,0,0,0
LOC105377910,0,0,0,0,0,0
LOC105377911,0,0,0,0,0,0
LOC105377913,0,0,0,0,0,0
LOC105377916,0,0,0,0,0,0
LOC105377917,0,0,0,0,0,0
LOC105377918,2,1,1,2,2,1
LOC105377921,28,2,2,28,10,21
LOC105377923,0,0,0,0,0,0
LOC105377924,0,0,0,0,0,0
LOC105377927,0,0,0,0,0,0
LOC105377928,0,0,0,0,0,0
LOC105377929,0,1,8,2,8,5
LOC105377936,4,1,0,2,0,3
LOC105377937,0,0,0,0,0,0
LOC105377938,0,0,0,0,0,0
LOC105377939,0,0,0,0,1,0
LOC105377940,2,0,4,3,1,0
LOC105377941,0,0,0,0,0,0
LOC105377944,0,2,1,0,0,0
LOC105377945,1,1,1,1,0,2
LOC105377947,0,0,0,0,0,0
LOC105377949,0,0,0,0,0,0
LOC105377950,1,0,2,0,0,2
LOC105377952,0,0,0,0,0,0
LOC105377953,0,0,0,0,0,0
LOC105377955,0,0,0,0,0,0
LOC105377956,0,0,0,0,0,0
LOC105377960,0,0,0,0,0,0
LOC105377961,0,0,1,0,0,0
LOC105377963,1,0,0,0,0,0
LOC105377964,0,0,0,0,0,0
LOC105377967,0,0,4,1,0,0
LOC105377971,3,4,1,10,8,6
LOC105377972,0,0,0,0,1,0
LOC105377975,4,1,1,1,2,1
LOC105377977,0,0,0,0,1,0
LOC105377979,3,1,2,0,1,3
LOC105377981,0,0,0,1,0,0
LOC105377982,1,2,0,1,0,0
LOC105377984,0,0,0,0,0,0
LOC105377989,1,10,4,2,3,10
LOC105377991,0,0,0,0,0,0
LOC105377992,2,2,5,0,9,2
LOC105377993,0,0,0,0,1,2
LOC105377994,4,9,0,6,3,5
LOC105377995,0,0,0,0,1,0
LOC105377996,0,0,0,0,0,0
LOC105377998,0,0,0,0,0,0
LOC105377999,0,0,0,0,0,0
LOC105378002,0,0,0,0,0,0
LOC105378003,0,0,0,0,0,0
LOC105378004,0,0,0,0,0,0
LOC105378005,1,1,0,0,1,0
LOC105378008,0,0,0,0,1,0
LOC105378009,0,0,0,0,0,0
LOC105378010,0,0,0,0,0,0
LOC105378011,0,0,0,0,0,0
LOC105378012,0,0,0,2,0,0
LOC105378017,0,0,0,0,0,0
LOC105378018,0,0,0,0,0,0
LOC105378021,0,0,0,0,0,0
LOC105378023,1,0,0,0,0,0
LOC105378024,0,0,0,1,0,0
LOC105378025,0,0,0,0,1,0
